title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
معادلة رقم رونالدو.. الأمين جمال وويليامز يسجلان أرقاما قياسية في يورو 2024,سجل النجمان الإسبانيان الواعدان الأمين جمال ونيكو ويليامز أرقاما قياسية جديدة في بطولة يورو 2024 لكرة القدم، بعد مساهمتيهما التهديفية في لقاء إسبانيا أمام جورجيا بالدور ثمن النهائي للبطولة أمس الأحد.,"2024 .
 4-1 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 """" 100% (46/46) .
1 Nico Williams is the only player on record at the UEFA European Championship (since 1980) to score a goal, … ",Arabic,https://www.aljazeera.net/sport/2024/7/1/lamine-yamal-ronaldo,1.0,"[0.5684048668363089, 1.7193252219394852]",1.143865044387897
هدف لامين جمال الأفضل في يورو 2024,أضاف لامين جمال جائزة جديدة لرصيده في بطولة أمم أوروبا (يورو 2024) لكرة القدم بعد أن حصد هدفه في شباك فرنسا جائزة الأفضل في البطولة.,"( 2024) .
 "" 2024"" 2-1 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 51 117 2.3 39 .
 2024 .
 2-1 - 16 362 .
 .
 .
https://t.co/rqgQjLVzKFhttps://t.co/alkogGtHdW#2024 | #_ | #_pic.t… ",Arabic,https://www.aljazeera.net/sport/2024/7/16/lamine-yamal-euro-2024,1.5,"[0.28309453007661056, 2.2301432819540334]",1.2566189060153221
محطات تاريخية لافتة قبل مباراة فرنسا وإسبانيا في نصف نهائي يورو 2024,تتنافس إسبانيا مع فرنسا، الثلاثاء 9 يوليو/تموز، على بطاقة المباراة النهائية لكأس أوروبا في كرة القدم بألمانيا، بعد أن سلكتا طريقين متناقضين قبل مواجهة نصف النهائي في ميونخ.,"9 / ( 2024) .
 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 (4) (2-1 ).
 :
 4- """" 3 .
 (8-1) 3 4 .
 (2-1) 1958.
 Archive de la semaine 
Raymond Kopa lors d'un amical contre l'URSS… ",Arabic,https://www.aljazeera.net/sport/2024/7/8/%d9%85%d8%ad%d8%b7%d8%a7%d8%aa-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae%d9%8a%d8%a9-%d9%84%d8%a7%d9%81%d8%aa%d8%a9-%d9%82%d8%a8%d9%84-%d9%85%d8%a8%d8%a7%d8%b1%d8%a7%d8%a9-%d9%81%d8%b1%d9%86%d8%b3%d8%a7,1.5,"[0.8794774915386514, 1.8723135050768092]",1.3758954983077303
نجوم حملوا الرقم 9 قبل مبابي في ريال مدريد,بعد مواسم عامرة بالألقاب مع باريس سان جيرمان بدأ الدولي الفرنسي كيليان مبابي فصلا جديدا في مسيرته الكروية مع ريال مدريد الإسباني؛ في صفقة انتقال حر بالقميص رقم 9 الذي يرتديه أول مرة.,"9 .
 "" "" .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 9 .
 9.
Most LaLiga goals scored in a single season by Real Madrid's number 9 since 1990:
 28 Iván Zamorano (94/95) 27 Karim Ben… ",Arabic,https://www.aljazeera.net/sport/2024/7/17/mbappe-real-madrid-no-9,1.5,"[0.513205990504517, 2.0920764056972896]",1.3026411981009034
حادثة غريبة بين الإيطالي مونتيلا مدرب تركيا وأردا غولر,أثارت لقطة للإيطالي فينتشينزو مونتيلا، مدرب منتخب تركيا مع النجم الصاعد أردا غولر في تدريبات الفريق، جدلا واسعا على وسائل التواصل الاجتماعي التركية، وانقسمت آراء الجماهير حول الحادثة المثيرة للجدل.,""" "" .
 "" "" .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 """" """" 135 .
 . pic.twitter.com/MnlyUHMI1K
 (@AJASports) June 23, 2024
"" "".
Arda Güler'e yaplan bu mobingi bekliyordum.Yaknda … ",Arabic,https://www.aljazeera.net/sport/2024/6/24/montella-arda-guler,1.5,"[0.44774382524703094, 2.131353704851781]",1.2895487650494062
إصدار المطورين من نظارة Android XR الذكية من سامسونج قد يصل في أكتوبر 2025,"هذا الموضوع إصدار المطورين من نظارة Android XR الذكية من سامسونج قد يصل في أكتوبر 2025 ظهر على التقنية بلا حدود.
أنهت شركة سامسونج إطلاق هاتفي Fold 6 و Galaxy Watch Ultra هذا الأسبوع بإعلان مثير عن أن منصة الواقع المعزز الجديدة الخاصة بها “ستأتي هذا العام“. و…","Fold 6 Galaxy Watch Ultra ““. 
 Android XR .
 Business Insider Android XR   “Moohan”. 
2025. . 
.",Arabic,https://www.unlimit-tech.com/2024/07/%d8%a5%d8%b5%d8%af%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%b7%d9%88%d8%b1%d9%8a%d9%86-%d9%85%d9%86-%d9%86%d8%b8%d8%a7%d8%b1%d8%a9-android-xr-%d8%a7%d9%84%d8%b0%d9%83%d9%8a%d8%a9-%d9%85%d9%86-%d8%b3%d8%a7/,1.5,"[1.4154365606546124, 1.5507380636072325]",1.4830873121309225
جوجل تجلب Gemini إلى اللوحة الجانبية في تطبيق Gmail,"هذا الموضوع جوجل تجلب Gemini إلى اللوحة الجانبية في تطبيق Gmail ظهر على التقنية بلا حدود.
قامت جوجل بوضع Gemini في اللوحة الجانبية لجميع منصاتها الرئيسية، مثل المستندات، وجداول البيانات، والعروض التقديمية. واليوم، تقوم أيضًا بطرح المساعد الذي يعمل بالذكاء الا…","Gemini . Gmail.
 Gemini 1.5 Pro . .
 Gemini “ ” “ Teams ”. Gmail .
Gemini Gmail iOS .
 .
 Gmail Q&amp;A . .
 Google Workspace Gemini Business Enterprise Gemini Education Education Premium Googl… ",Arabic,https://www.unlimit-tech.com/2024/06/%d8%ac%d9%88%d8%ac%d9%84-%d8%aa%d8%ac%d9%84%d8%a8-gemini-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d9%84%d9%88%d8%ad%d8%a9-%d8%a7%d9%84%d8%ac%d8%a7%d9%86%d8%a8%d9%8a%d8%a9-%d9%81%d9%8a-%d8%aa%d8%b7%d8%a8%d9%8a/,1.5,"[0.8464193038471566, 1.892148417691706]",1.3692838607694313
البنية التحتية تقضي على آمالهم.. مبرمجون يخسرون وظائفهم في مصر,يعاني سكان مصر من أزمة مستمرة في انقطاع الكهرباء لفترات طويلة يوميا وبمعدلات غير ثابتة فضلا عن ارتفاع درجات الحرارة بشكل غير مسبوق مما أثر سلبا على الأجهزة الكهربائية بشكل عام والبشر أيضا.,"()
.
 .
 .
.
 2021 3 - 15 45 - .
 30 .
 5 .
 .
 ( )
"""" """" .
 .
 "" "" (Business Forward) .
 .
 . ()
.
 .
 .
"" "" 2023.
 .",Arabic,https://www.aljazeera.net/tech/2024/6/30/%d8%a7%d9%84%d8%a8%d9%86%d9%8a%d8%a9-%d8%a7%d9%84%d8%aa%d8%ad%d8%aa%d9%8a%d8%a9-%d8%aa%d9%82%d8%b6%d9%8a-%d8%b9%d9%84%d9%89-%d8%a2%d9%85%d8%a7%d9%84%d9%87%d9%85-2,1.5,"[0.8958039721155873, 1.8625176167306476]",1.3791607944231175
انفوبيب تحصد مجدداً لقب رائدة منصات الاتصالات من جارتنر,حصدت “انفوبيب”، الرائدة العالمية في منصات الاتصالات السحابية، وللعام الثاني لقب رائدة سوق منصات الاتصالات المقدمة كخدمة (CPaaS) الذي تمنحه شركة “جارتنر” للأبحاث وذلك في “تقرير ’جارتنر‘ للرباعي الذهبي لعام 2024 لمنصات الاتصالات المقدمة كخدمة” (2024 Gartner Mag…,"“” (CPaaS) “” “ 2024 ” (2024 Gartner Magic Quadrant for Communications Platform as a Service). “” .
 “ 10 2024” (Top 10 Trends in Enterprise Communication Services for 2024) “ 2023 ”. “ ” (Gartner C… ",Arabic,https://www.tech-wd.com/wd/2024/07/01/%d8%a7%d9%86%d9%81%d9%88%d8%a8%d9%8a%d8%a8-%d8%aa%d8%ad%d8%b5%d8%af-%d9%85%d8%ac%d8%af%d8%af%d8%a7%d9%8b-%d9%84%d9%82%d8%a8-%d8%b1%d8%a7%d8%a6%d8%af%d8%a9-%d9%85%d9%86%d8%b5%d8%a7%d8%aa-%d8%a7%d9%84/,1.0,"[0.43364062971521933, 1.9439322838079678]",1.1887864567615936
شركة Acrow تقوم بتوريد 186 جسرًا فولاذيًا تركيبيًا إلى جمهورية أنغولا,برنامج بنية تحتية رئيسي سيعزز ربط شبكات الطرق ويدعم التنمية الاقتصادية التحويلية برنامج بنية تحتية رئيسي سيعزز ربط شبكات الطرق ويدعم التنمية الاقتصادية التحويلية,", June 28, 2024 (GLOBE NEWSWIRE) -- Acrow 186 . . Acrow .
U.S.-Africa Business Summit ( ) 6 9 2024 . Corporate Council on Africa ( ) 1500 . 
 1951 Acrow 150 . 40 . . . . 
Acrow "" "" . Acrow .
Acro… ",Arabic,https://www.globenewswire.com/news-release/2024/06/28/2906093/0/ar/%D8%B4%D8%B1%D9%83%D8%A9-Acrow-%D8%AA%D9%82%D9%88%D9%85-%D8%A8%D8%AA%D9%88%D8%B1%D9%8A%D8%AF-186-%D8%AC%D8%B3%D8%B1%D9%8B%D8%A7-%D9%81%D9%88%D9%84%D8%A7%D8%B0%D9%8A%D9%8B%D8%A7-%D8%AA%D8%B1%D9%83%D9%8A%D8%A8%D9%8A%D9%8B%D8%A7-%D8%A5%D9%84%D9%89-%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9-%D8%A3%D9%86%D8%BA%D9%88%D9%84%D8%A7.html,1.0,"[0.21604861472589243, 1.4703708311644645]",0.8432097229451785
تطلق CMF by Nothing هاتف CMF Phone 1 وسماعات2 CMF Buds Pro وساعة CMF Watch Pro 2,"هذا الموضوع تطلق CMF by Nothing هاتف CMF Phone 1 وسماعات2 CMF Buds Pro وساعة CMF Watch Pro 2 ظهر على التقنية بلا حدود.
الرياض، المملكة العربية السعودية، 9 يوليو 2024: أعلنت شركة CMF، وهي علامة تجارية فرعية تابعة لشركة Nothing للتكنولوجيا ومقرها لندن، اليوم عن…","9 2024: CMFNothing1  CMF Phone  2  CMF Watch ProCMF Buds Pro 2. CMF by Nothing . 
1  CMF Phone  . 
2 CMF Watch Pro .  
CMF Buds Pro 2LDAC 50 Smart ANCSmart Dial Control . 
Nothing: “ 1 CMF Phone … ",Arabic,https://www.unlimit-tech.com/2024/07/%d8%aa%d8%b7%d9%84%d9%82-cmf-by-nothing-%d9%87%d8%a7%d8%aa%d9%81-cmf-phone-1-%d9%88%d8%b3%d9%85%d8%a7%d8%b9%d8%a7%d8%aa2-cmf-buds-pro-%d9%88%d8%b3%d8%a7%d8%b9%d8%a9-cmf-watch-pro-2/,1.0,"[0.8525416944266822, 1.2457638426221964]",1.0491527685244393
سهم شركة ترامب يقفز 34% بعد محاولة اغتياله,قفز سهم مجموعة ترامب للإعلام والتكنولوجيا 34.77% إلى 41.45 دولارا، في بداية تعاملات اليوم، بعد محاولة الاغتيال التي تعرض لها مالك المجموعة الرئيس الأميركي السابق دونالد ترامب.,"34.77% 41.45 .
 (Trump Media &amp; Technology Group Corp) .
 (Truth Social) .
 (+TMTG).
 - - 7.84 .
.
 0.34% 40138.40 500 0.41% 5638.16 .
 0.48% 18485.91 .",Arabic,https://www.aljazeera.net/ebusiness/2024/7/15/%d8%b3%d9%87%d9%85-%d8%b4%d8%b1%d9%83%d8%a9-%d8%aa%d8%b1%d8%a7%d9%85%d8%a8-%d9%8a%d9%82%d9%81%d8%b2-34-%d8%a8%d8%b9%d8%af-%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a9,1.5,"[1.092265015271565, 1.744640990837061]",1.418453003054313
الصين تفرض عقوبات على واحدة من أضخم شركات الأسلحة الأمريكية,"أعلنت وزارة الخارجية الصينية، اليوم الجمعة، فرض عقوبات تستهدف شركة صناعة الأسلحة الأمريكية ""لوكهيد مارتن"" بسبب بيع أسلحة إلى تايوان (الصينية).","https://sarabic.ae/20240621/-----------1090031942.html
https://cdn.img.sarabic.ae/img/07e8/02/11/1086162496_0:94:3077:1825_1920x0_80_0_0_e26c64023c0a0af35aabded86440e004.jpg.webp
 "" "" "" "" . ""Lockhe… ",Arabic,https://sarabic.ae/20240621/%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%AA%D9%81%D8%B1%D8%B6-%D8%B9%D9%82%D9%88%D8%A8%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-%D9%85%D9%86-%D8%A3%D8%B6%D8%AE%D9%85-%D8%B4%D8%B1%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%AD%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9--1090031942.html,1.0,"[0.4208079973486891, 1.3475152015907865]",0.8841615994697378
شراكة بين OpenAI و Color Health لتسريع علاج مرضى السرطان وتحسين جودة الرعاية,أعلنت OpenAI عن شراكة مع Color Health بهدف المساهمة في تحسين رعاية مرضى السرطان من خلال تسريع عملية العلاج. تمّ تفصيل نطاق التعاون الكامل في منشور على مدوّنة الشركة، حيث أنشأت مساعد ذكي يُساعد الأطباء على وضع خطط فحص سرطان مخصصة وعلاجات مُصمّمة لكلّ مريض، بهد…,"OpenAI Color Health .
 .
 Color Health GPT-4o .
 .
 Color Health 200,000 .
 OpenAI 2013 .
 GPT-4 GPT-4o PDF .
 GPT-4 Vision .
 Color Health: « Color Health ».
 : « ».
 .
 6-13% Color OpenA… ",Arabic,https://www.tech-wd.com/wd/2024/06/20/%d8%b4%d8%b1%d8%a7%d9%83%d8%a9-%d8%a8%d9%8a%d9%86-openai-%d9%88-color-health/,1.5,"[0.8105427010050479, 1.9136743793969713]",1.3621085402010096
ساعة CMF Watch Pro 2 الذكية تنطلق رسمياً مع سماعة Buds Pro 2 اللاسلكية,"هذا الموضوع ساعة CMF Watch Pro 2 الذكية تنطلق رسمياً مع سماعة Buds Pro 2 اللاسلكية ظهر على التقنية بلا حدود.
كشفت علامة CMF الفرعية لشركة Nothing مؤخراً عن ساعة CMF Watch Pro 2 الذكية مع سماعة Buds Pro 2 اللاسلكية. قدمت Nothing للأسواق جيل جديد من ساعة CMF وس…","CMF Nothing CMF Watch Pro 2 Buds Pro 2 .
 Nothing CMF CMF .
CMF Watch Pro 2
CMF Watch Pro 2 AMOLED 1.32 466 466 620 nits 100 .
 Nothing 22 .
.
 CMF Watch.
Watch Pro 2 .
 120 Cywee .
 GPS CMF… ",Arabic,https://www.unlimit-tech.com/2024/07/%d8%b3%d8%a7%d8%b9%d8%a9-cmf-watch-pro-2-%d8%a7%d9%84%d8%b0%d9%83%d9%8a%d8%a9-%d8%aa%d9%86%d8%b7%d9%84%d9%82-%d8%b1%d8%b3%d9%85%d9%8a%d8%a7%d9%8b-%d9%85%d8%b9-%d8%b3%d9%85%d8%a7%d8%b9%d8%a9-buds-pro-2/,1.5,"[0.3155910698014994, 2.2106453581191]",1.2631182139602999
تفاصيل كاملة حول مواصفات Galaxy Ring من سامسونج,"هذا الموضوع تفاصيل كاملة حول مواصفات Galaxy Ring من سامسونج ظهر على التقنية بلا حدود.
إستعرضت سامسونج خلال فعاليات مؤتمر Unpacked تفاصيل كاملة حول مواصفات ومميزات خاتمها الذكي Galaxy Ring الذي كُشِف عنه للمرة الأولى خلال معرض MWC 2024 هذا العام. يعد خاتم Gala…","Unpacked Galaxy Ring MWC 2024 .
 Galaxy Ring Unpacked.
Galaxy Ring 5-13 grade 5.
 “epoxy resin”.
 Galaxy Ring IP68  10ATM .
Galaxy Ring 7.0  2.6 2.3 3 .
 Galaxy Ring .
 .
 Galaxy Ring LE 5.4 … ",Arabic,https://www.unlimit-tech.com/2024/07/%d8%aa%d9%81%d8%a7%d8%b5%d9%8a%d9%84-%d9%83%d8%a7%d9%85%d9%84%d8%a9-%d8%ad%d9%88%d9%84-%d9%85%d9%88%d8%a7%d8%b5%d9%81%d8%a7%d8%aa-galaxy-ring-%d9%85%d9%86-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%d8%ac/,1.5,"[1.1825666315862835, 1.69046002104823]",1.4365133263172567
سامسونج تُطلق خاتم Galaxy Ring الذكي رسميًا,في خطوة طال انتظارها، أطلقت سامسونج أحدث ابتكاراتها في مجال الأجهزة القابلة للارتداء: خاتم Galaxy Ring الذكي. هذا الجهاز الذي يجمع بين الأناقة والتكنولوجيا المتطورة، يأتي ليضيف بُعدًا جديدًا إلى عالم الرعاية الصحية الشخصية والتتبع اليومي للنشاطات. تصميم يجمع …,": Galaxy Ring .
 .
2.3 3 . . 
 : .
 5 13 .
 Galaxy Ring 10ATM IP68 30 .
 .
.
<ul><li> 5 7 17 5 </li><li> 8 11 18.5 6 </li><li> (12 13) 22.5 7 </li></ul> USB-C 25 LED USB. .
Galaxy AI.
 . « … ",Arabic,https://www.tech-wd.com/wd/2024/07/10/%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%d8%ac-%d8%aa%d9%8f%d8%b7%d9%84%d9%82-%d8%ae%d8%a7%d8%aa%d9%85-galaxy-ring-%d8%a7%d9%84%d8%b0%d9%83%d9%8a-%d8%b1%d8%b3%d9%85%d9%8a%d9%8b%d8%a7/,1.5,"[0.9819726650121228, 1.8108164009927263]",1.3963945330024246
هاتف Galaxy Z Flip6 يأتي بمستشعر رئيسي بدقة 50 ميجا بيكسل,"هذا الموضوع هاتف Galaxy Z Flip6 يأتي بمستشعر رئيسي بدقة 50 ميجا بيكسل ظهر على التقنية بلا حدود.
قدمت سامسونج للأسواق اليوم جيل جديد من الهواتف القابلة للطي، والتي تتضمن هاتف Galaxy Z Flip6 الذي يأتي بترقية في الكاميرة إلى مستشعر بدقة 50 ميجا بيكسل، ونموذج Gal…","Galaxy Z Flip6 50 Galaxy Snapdragon 8 Gen 3.
 Galaxy Z Flip6 LTPO 6.7 FHD+ 1-120Hz Flex 3.4 720 748 60Hz 1600 nit.
Galaxy Snapdragon 8 Gen 3 12 256 512 .
 50 f/1.8 10 .
 12 10 .
“Flex” HDR Insta… ",Arabic,https://www.unlimit-tech.com/2024/07/%d9%87%d8%a7%d8%aa%d9%81-galaxy-z-flip6-%d9%8a%d8%a3%d8%aa%d9%8a-%d8%a8%d9%85%d8%b3%d8%aa%d8%b4%d8%b9%d8%b1-%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a-%d8%a8%d8%af%d9%82%d8%a9-50-%d9%85%d9%8a%d8%ac%d8%a7-%d8%a8/,1.5,"[0.9919459488210267, 1.804832430707384]",1.3983891897642053
التحيّز الطبّي ضدّ النساء: هل سمعتنّ بقصص مماثلة؟,توصلت دراسة استقصائية حكومية حديثة إلى أن ثلثي النساء واجهن تحيّزاً أو تمييزاً على أساس الجنس في مجال الرعاية الصحية في أستراليا.,Bonney Corbin/Australian Women's Health Alliance,Arabic,https://www.bbc.com/arabic/articles/c0dm184p9d0o,1.5,"[1.417656290167557, 1.5494062258994659]",1.4835312580335114
Galaxy Ring تعرّف على منتج سامسونج الجديد,بعد فترة انتظار طويلة، أعلنت شركة سامسونج رسميًا عن Galaxy Ring. يتصل خاتم جالاكسي بسلاسة بتطبيق Samsung Health، مما يوفر نظرة ثاقبة حيوية لأنماط النوم ومعلومات معدل ضربات القلب وحتى التدريبات. يدخل Galaxy Ring سوقًا جديدًا إلى حد ما، مع عدد قليل من المنافسين…,"Galaxy Ring 
Galaxy Ring. Samsung Health .
 Galaxy Ring . .
 . . . 10 .
 Galaxy Ring Samsung Health . .
 / . Galaxy Watch . . .
. . “ ” .
 . Galaxy Galaxy . .
 Ring . .
 Ring – Titanium Blac… ",Arabic,https://www.swalif.net/%d8%a7%d9%84%d8%a3%d8%ac%d9%87%d8%b2%d8%a9-%d8%a7%d9%84%d8%aa%d9%82%d9%86%d9%8a%d8%a9/%d8%aa%d8%b1%d9%81%d9%8a%d9%87-%d9%85%d9%86%d8%b2%d9%84%d9%8a/galaxy-ring-%d8%aa%d8%b9%d8%b1%d9%91%d9%81-%d8%b9%d9%84%d9%89-%d9%85%d9%86%d8%aa%d8%ac-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%d8%ac-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af/,1.5,"[1.1620089028192668, 1.70279465830844]",1.4324017805638534
بعيدًا عن طعمه اللذيذ.. ما أبرز فوائد البندق الصحية؟,تتعدّد طرق استخدام البندق في الطعام، حيث يُفضّل بعض الأشخاص تناوله نيئًا أو استخدامه كمعجون لدهنه على قطعة مُحمّصة من الخبز، بينما يميل البعض الآخر إلى تضمينه في شتّى أنواع الحلويات. ماذا تعرف عن فوائد البندق الصحيّة؟,"(CNN)-- .
  "" ""   .
 .
 :
 "" "" . 
 .
 .
 .
 . .
 ""Nut Health"" """" ""-6"".
 """" .
 ""-6"" . .
 ""Cleveland Clinic"" . .
 30 . 20 ""Better Health Channel"" .
 . . 
 ""X"" .",Arabic,https://arabic.cnn.com/science-and-health/article/2024/06/26/hazelnuts-health-benefits,1.5,"[1.2301473837724102, 1.9497543603793164]",1.5899508720758633
هل تلجأ للمشروبات الكحولية لمساعدتك على النوم بالطائرة؟ بحث جديد يحذر من سلبيات ذلك,هل تحاول تسريع رحلتك الطويلة عبر شرب كأس من النبيذ وأخذ قيلولة؟ أظهر بحث جديد أنّ هذه الاستراتيجية يمكن أن تضر بصحتك ونومك.,"(CNN) --  "" "" . . .
 .   ""Thorax"".
 : "" "".
. 
 48 .
.
 : "" "".
  ""National Jewish Health"" .
.
. 
 ( ) .
 . 
 : "" "".
 .
 . 
 .
 .
 .
 .
 .
 . .
 .
: "" "".",Arabic,https://arabic.cnn.com/science-and-health/article/2024/06/23/alcohol-planes-heart-study-wellness,1.0,"[0.338407355557129, 2.102654407404785]",1.220530881480957
فوائد الحمية المتوسطية تعزز صحة القلب لدى الأطفال,تظهر الأبحاث المتزايدة أن الفائدة التي يوفرها النظام الغذائي للبحر الأبيض المتوسط، تطال الأطفال والمراهقين إسوة بالبالغين.,"(CNN) -- . JAMA Network .
 9 577 3 18 . 
 . 
 ""One Health Research Group"" CNN "" "". 
 "" "". 
 "" . "" . 
 : 
. .
 "" "" .
 :"" 70 "".  
 "" "".
 . 
 .
 . 
 CNN: "" () "". 
 .
40 . . 
 .
 . 
 .",Arabic,https://arabic.cnn.com/science-and-health/article/2024/07/17/mediterranean-diet-children-cardiometabolic-health-wellness,1.0,"[0.6882918982164397, 1.5195135029726006]",1.1039027005945201
6 طرق مناسبة لتناول البطاطس بشكل صحي,هل أنت من بين الأشخاص الذين يتجنبون تناول البطاطس خوفًا من السمنة؟ إذا كنت تُضيف إليها كمية كبيرة من الزبدة أو الكريمة، فمن الطبيعي أن تزيد من سُعراتها الحرارية. ما الحل؟,"(CNN)-- .
 ""Cleveland Clinic"" :
 """" :
   ""Wisconsin Department of Public Information"" .
 . ""Better Health channel"" .
 . .
 "" "" . 
 .
   .
 .",Arabic,https://arabic.cnn.com/science-and-health/article/2024/06/24/potato-health-benefits,1.5,"[1.2766468444096886, 1.8722552593171857]",1.5744510518634371
6 أسباب ستدفعك لتناول البصل يوميًا..ما هي؟,"ربما يكون سببًا في ذرف الدموع، لكنّ البصل يُضيف نكهة رائعة إلى العديد من أطباق الطعام. وسواء كنت تُحبّ تناوله نيئًا أو مطبوخًا، تتمتع هذه الخضار الجذرية بفوائد صحيّة كثيرة، بحسب ما ذكره موقع ""Cleveland Clinic"" الإلكتروني بأمريكا.","(CNN)-- . ""Cleveland Clinic"" .
"" "" .
 """" """" """" "" "" "" "".
 .
 :
 :
<ul><li>34 </li><li>28.5 </li><li>0.31  </li><li>0.2 10% </li><li>190 </li><li>0.26 ""-6""</li><li>12 """" 20% </li></ul> ""Better He… ",Arabic,https://arabic.cnn.com/science-and-health/article/2024/07/01/onion-health-benefits,1.5,"[1.2520748419656142, 1.9132085967239763]",1.5826417193447953
دراسة: النظام الغذائي الذي يضع الكوكب أولاً يقلل من خطر الوفاة المبكرة بنحو الثلث,توصلت دراسة جديدة إلى أن اتباع نظام غذائي صديق للكوكب يتكون في الغالب من الفاكهة، والخضار، والحبوب الكاملة، يقلّل من خطر الوفاة المبكرة بنسبة الثلث تقريبًا لدى البشر، وبالتوازي، يقلّل من انبعاث الغازات الدفيئة التي تدمر الكوكب بشكل كبير.,"(CNN) -- .
 : "" "".
 CNN ""True Health Initiative"" : "" "". 
 . .
 . 
 80 20 .
 500 .
 15% .
 51% 29% 21% .
 : "" "".
. Credit: -/AFP via Getty Images
2019 "" EAT-Lancet"" 37 16 : 
<ol><li></li><… ",Arabic,https://arabic.cnn.com/science-and-health/article/2024/06/23/planetary-diet-longevity-study-wellness,1.5,"[0.8917487077806217, 1.864950775331627]",1.3783497415561243
"الإدمان على الأطعمة فائقة المعالجة ""كاد يقتلني"".. لماذا؟",أدمن على الأطعمة فائقة المعالجة منذ نعومة أظافره.. وكاد هذا الاضطراب الغذائي ان يقضي على حياته. ماذا يخبر جيفري أودوازني من شيكاغو عن تجربته ورحلته مع العلاج؟,"(CNN) -- 54 . 
 CNN: "" "". 
: "" "". 
: "" . "". 
 12% 73 . . 
 : "" "". 
 "" "". 
 "" "". 
 14% . 
 10.5% 12 2022 . 
 . 
 "" "" "" "".
 .
: 10% . Credit: Pofuduk Images/E+/Getty Images
: "" "" .
: "" 1… ",Arabic,https://arabic.cnn.com/science-and-health/article/2024/07/13/child-addiction-ultraprocessed-foods-wellness,1.5,"[0.38737949608641054, 2.1675723023481535]",1.277475899217282
مرضى الربو في نيجيريا يواجهون تكاليف متصاعدة,ارتفع سعر أجهزة الاستنشاق للربو بأكثر من الضعف وسط الندرة والتكاليف الإضافية بعد خروج شركة غلاكسو سميث كلاين من السوق النيجيرية في عام 2023.,"2023.
 / .
  - - 7500 (5 ) 2800 (1.86 ) .
   24 . .
 .
 .  Aeroline  Ventolin .
: "" . .
 2023 .
 . 27%. .
 .
 .
  GlaxoSmithKline (GSK) / 2023 .
 : "" "".
 .   .
 .
 . .
 . .
 30 ( 20 … ",Arabic,https://www.aljazeera.net/health/2024/6/20/%d9%85%d8%b1%d8%b6%d9%89-%d8%a7%d9%84%d8%b1%d8%a8%d9%88-%d9%81%d9%8a-%d9%86%d9%8a%d8%ac%d9%8a%d8%b1%d9%8a%d8%a7-%d9%8a%d9%88%d8%a7%d8%ac%d9%87%d9%88%d9%86-%d8%aa%d9%83%d8%a7%d9%84%d9%8a%d9%81,1.0,"[0.468366509117905, 1.886055818136825]",1.177211163627365
دراسة بمشاركة 50 ألف امرأة: الشعور بالامتنان يطيل العمر,توصلت دراسة أميركية جديدة بمشاركة نحو 50 ألف امرأة بالغة إلى أنه كلما زادت قوة مشاعر الامتنان لديهن، قلّت فرص وفاتهن خلال الثلاثة أعوام التالية. فهل الامتنان مهارة يمكن تعلمها؟,". """".
 50 .
list of 2 itemslist 1 of 2
list 2 of 2
end of list
 . .
 ()
: "" "".
 . .
 .
 .
 .
 : "" "".
 1976 ()
!
 . "" "" (Study Health Nurses) 1976.
 2016 . 7 6 "" "" "" "".
 49 275 3 .
 … ",Arabic,https://www.aljazeera.net/family/2024/7/13/%d8%a7%d9%84%d8%b4%d8%b9%d9%88%d8%b1-%d8%a8%d8%a7%d9%84%d8%a7%d9%85%d8%aa%d9%86%d8%a7%d9%86-%d9%8a%d8%b7%d9%8a%d9%84-%d8%a7%d9%84%d8%b9%d9%85%d8%b1,1.0,"[0.5180977169966268, 1.8031704716722887]",1.1606340943344577
