title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed,translated_summary
Tour de France 2024 : le parcours de la seizième étape,"Au lendemain du dernier jour de repos de cette 111e édition de la Grande Boucle, le peloton retrouve, mardi 16 juillet, une étape sans difficulté, entre Gruissan (Aude) et Nîmes (Gard).","Le profil de la seizième étape du Tour de France 2024. 
Au lendemain du second jour de repos, la seizième étape du Tour de France 2024, entre Gruissan (Aude) et Nîmes (Gard), mardi 16 juillet, appar… ",,https://www.lemonde.fr/sport/article/2024/07/16/tour-de-france-2024-le-parcours-de-la-seizieme-etape_6250601_3242.html,1.0,"[0.39588742976636926, 2.006854283722718]",1.2013708567445436,"The day after the last rest day of this 111th edition of the Grande Boucle, the peloton returns, on Tuesday July 16, to a stage without difficulty, ent"
Tour de France 2024 : le parcours de la dix-septième étape,"La dix-septième journée de course, entre Saint-Paul-Trois-Châteaux (Drôme) et Superdévoluy (Hautes-Alpes), mercredi 17 juillet, longue de 177,8 kilomètres, sonne le retour de la montagne.","Le profil de la dix-septième étape du Tour de France 2024. 
Lorsque le parcours du Tour de France 2024 a été dévoilé, les baroudeurs ont rapidement coché cette dix-septième journée, entre Saint-Paul… ",,https://www.lemonde.fr/sport/article/2024/07/17/tour-de-france-2024-le-parcours-de-la-dix-septieme-etape_6251335_3242.html,1.0,"[0.6197565530769333, 1.633739078205111]",1.1267478156410222,"The seventeenth day of racing, between Saint-Paul-Trois-Châteaux (Drôme) and Superdévoluy (Hautes-Alpes), Wednesday July 17, 177.8 kilometers long"
Tour de France 2024 : le parcours de la dix-huitième étape,"Une succession de cols de moyenne montagne attend le peloton lors de la dix-huitième étape, jeudi 18 juillet, entre Gap (Hautes-Alpes) et Barcelonnette (Alpes-de-Haute-Provence).","Le profil de la dix-huitième étape du Tour de France 2024. 
Avant de rejoindre les cols alpestres les plus élevés et le dénouement de cette 111e édition de la Grande Boucle, le peloton sélance de Ga… ",,https://www.lemonde.fr/sport/article/2024/07/18/tour-de-france-2024-le-parcours-de-la-dix-huitieme-etape_6251933_3242.html,1.0,"[0.5793196449373506, 1.7011339251044157]",1.1402267850208831,"A succession of mid-mountain passes awaits the peloton during the eighteenth stage, Thursday July 18, between Gap (Hautes-Alpes) and Barcelonnett"
"En direct, France-Belgique : suivez le huitième de finale des Bleus à l’Euro 2024","Après une phase de groupes décevante, l’équipe de France espère enfin lancer sa compétition face aux Diables rouges, lundi, à 18 heures, à Düsseldorf.","Bienvenue dans ce direct consacré au huitième de finale de lEuro 2024 de football entre la France et la Belgique.
De quoi sagit-il ? Du premier match à élimination directe pour la France dans ce cha… ",,https://www.lemonde.fr/sport/live/2024/07/01/en-direct-france-belgique-suivez-le-huitieme-de-finale-des-bleus-a-l-euro-2024_6245861_3242.html,1.0,"[0.45717591577468486, 1.325694450535189]",0.891435183154937,"After a disappointing group stage, the French team hopes to finally start its competition against the Red Devils on Monday at 6 p.m. in Düsseldorf."
"En direct, Croatie-Italie : suivez le dernier choc de l’Euro 2024 dans le groupe B","Neuf ans après leur dernière confrontation, les équipes des deux pays bordées par l’Adriatique visent une qualification pour les huitièmes de finale, lundi, à 21 heures, à Leipzig.","Bienvenue dans ce direct consacré au match opposant la Croatie et lItalie, comptant pour la phase de poules de lEuro 2024 masculin, une compétition qui se tient en Allemagne jusquau 14 juillet.
De q… ",,https://www.lemonde.fr/sport/live/2024/06/24/en-direct-croatie-italie-suivez-le-dernier-choc-de-l-euro-2024-dans-le-groupe-b_6243443_3242.html,1.0,"[0.9627576309197758, 1.062070615133707]",1.0124141230267414,"Nine years after their last confrontation, the teams from the two countries bordering the Adriatic are aiming for qualification for the round of 16,"
"En direct, Turquie-Portugal : Arda Güler et Kenan Yildiz remplaçants","La Seleçao de Cristiano Ronaldo et la Turquie visent une qualification pour les huitièmes de finale, samedi, à Dortmund. Les deux équipes, qui ont remporté leur premier match, seraient assurées de rallier le tour suivant en cas de nouvelle victoire.","Bienvenue dans ce direct consacré à la rencontre opposant la Turquie et la Portugal, le deuxième match des deux équipes dans le groupe F de lEuro 2024.
De quoi sagit-il ? De loccasion pour les Turcs… ",,https://www.lemonde.fr/sport/live/2024/06/22/en-direct-turquie-portugal-suivez-le-match-de-l-euro-2024_6242551_3242.html,1.0,"[0.3506217857300209, 2.0822970237832985]",1.2164594047566597,"Cristiano Ronaldo's Seleçao and Turkey are aiming for a place in the round of 16 on Saturday in Dortmund. The two teams, who won the"
Tour de France 2024 : le parcours de la première étape,"Les 176 coureurs engagés dans la Grande Boucle s’élancent samedi 29 juin de Florence, en Toscane. Cette première étape, longue de 206 kilomètres et disputée exclusivement en Italie, ne s’annonce pas de tout repos avec sept difficultés au programme.","Le profil de la première étape du Tour de France 2024. 
A loccasion du centenaire de la première victoire transalpine dans le Tour dOttavio Bottecchia en 1924, le départ de la Grande Boucle 2024 est… ",,https://www.lemonde.fr/sport/article/2024/06/29/tour-de-france-2024-le-parcours-de-la-premiere-etape_6245152_3242.html,1.0,"[0.4557619609060959, 1.9070633984898402]",1.181412679697968,"The 176 riders taking part in the Grande Boucle will set off on Saturday, June 29, from Florence, Tuscany. This first stage, 206 kilometers long and di"
"Etats-Unis : la ligue de football américain NFL condamnée à verser 4,7 milliards de dollars pour abus de position dominante","Le verdict pourrait menacer le contrat de sept ans et 14 milliards de dollars liant la NFL à l’actuel diffuseur du programme « Sunday Ticket », YouTube.","Le logo de la NFL, peint sur la pelouse du stade des Pittsburgh Steelers, le 7 décembre 2023. CHARLES LECLAIRE / USA TODAY SPORTS VIA REUTERS CONNECT
La ligue de football américain NFL a été condamn… ",,https://www.lemonde.fr/sport/article/2024/06/28/etats-unis-la-ligue-de-football-americain-nfl-condamnee-a-verser-4-7-milliards-de-dollars-pour-abus-de-position-dominante_6244844_3242.html,1.0,"[0.9440010180921101, 1.033599389144734]",0.988800203618422,"The verdict could threaten the NFL's seven-year, $14 billion contract with the current broadcaster of ""Sunday Ticket,"" YouTube."
"En direct, Euro 2024 : Angleterre-Slovaquie, suivez le huitième de finale","Parmi les favoris de la compétition, mais décevants au premier tour, les Three Lions rencontrent les Slovenski Sokoli en huitièmes de finale de l’Euro 2024, dimanche, à 18 heures, à Gelsenkirchen.","Bienvenue dans ce direct consacré au match de football opposant lAngleterre et la Slovaquie, comptant pour les huitièmes de finale de lEuro 2024 masculin, une compétition qui se tient en Allemagne ju… ",,https://www.lemonde.fr/sport/live/2024/06/30/en-direct-euro-2024-angleterre-slovaquie-suivez-le-huitieme-de-finale_6245542_3242.html,1.0,"[0.782906059158436, 1.1302563645049384]",0.9565812118316872,"Among the favourites of the competition, but disappointing in the first round, the Three Lions meet the Slovenski Sokoli in the round of 16 of the Euro"
Gareth Southgate quitte son poste de sélectionneur de l’équipe d’Angleterre,"Deux jours après la défaite des Three Lions en finale de l’Euro de football, l’entraîneur met fin à une aventure commencée en 2016, a annoncé la fédération anglaise mardi.","Le sélectionneur anglais, Gareth Southgate, lors de la finale lEuro de football, le 14 juillet 2024, à Berlin. KIRILL KUDRYAVTSEV / AFP
A chaque nouveau tournoi, les supporteurs anglais ont lhabitud… ",,https://www.lemonde.fr/sport/article/2024/07/16/gareth-southgate-quitte-son-poste-de-selectionneur-de-l-equipe-d-angleterre_6250862_3242.html,1.0,"[0.9719404496275255, 1.0168357302234847]",0.9943880899255052,"Two days after the Three Lions' defeat in the final of the Euro football championship, the coach is ending an adventure that began in 2016, the federation announced."
La FIFA lance sa coupe du monde de Rocket League,"En l'absence d'un nouveau jeu de foot sous sa licence, la FIFA s'associe à Rocket League pour faire perdurer son mondial FIFAe.","La Fédération internationale de football association ajoute un nouveau ballon rond à son arsenal. Afin de s’assurer une place de choix dans le monde de l’esport, la FIFA annonce un partenariat de tai… ",,https://www.journaldugeek.com/2024/06/25/la-fifa-lance-sa-coupe-du-monde-de-rocket-league/,1.0,"[0.6394302129559941, 1.6009496450733431]",1.1201899290146686,"In the absence of a new football game under its license, FIFA is partnering with Rocket League to keep its FIFAe world championship going."
Ligue 1 : DAZN et beIN Sports remportent la diffusion du championnat de France de foot,"A l’issue d’un conseil d’administration de la Ligue de football professionnelle ce dimanche 14 juillet, la plateforme britannique, nouvelle ogre du sport, devrait diffuser 8 rencontres sur 9 chaque journée, moyennant entre 30 et 40 euros par mois.",La Ligue 1 sévite un écran noir le 16 août à la reprise du championnat. La plateforme britannique DAZN et la chaîne qatarienne beIN Sports diffuseront les matches du championnat de France de football… ,,https://www.liberation.fr/sports/football/ligue-1-dazn-et-bein-sports-remportent-la-diffusion-du-championnat-de-france-de-foot-20240714_4Y2I5KYEKJCQFFETCXPE4G74QI/,1.0,"[0.6743400892991156, 1.5427665178348073]",1.1085533035669617,"Following a board meeting of the Professional Football League this Sunday, July 14, the British platform, the new ogre of sp"
"En direct, Angleterre-Suisse : suivez le quart de finale de l’Euro 2024","Au bord du gouffre au tour précédent, face aux Slovaques, les Anglais portent mal leur costume de favoris du tournoi à l’heure des quarts de finale. Ils sont opposés aux Suisses, tombeurs des tenants du titre italiens, samedi soir, à 18 heures, à Düsseldorf.","Bienvenue dans ce direct consacré au match de football opposant lAngleterre et la Suisse, comptant pour les quarts de finale de lEuro 2024 masculin, une compétition qui se tient en Allemagne jusquau … ",,https://www.lemonde.fr/sport/live/2024/07/06/en-direct-angleterre-suisse-suivez-le-quart-de-finale-de-l-euro-2024_6247388_3242.html,1.0,"[0.5706861838517279, 1.7155230269137869]",1.1431046053827574,"On the brink of the abyss in the previous round, against the Slovaks, the English are not wearing their costume as tournament favourites well at the time of the quarter-finals. I"
"Tour de France 2024 : l’équipe TotalEnergies se fait voler onze vélos, pour un montant de 150 000 euros, avant la douzième étape","Le camion de l’équipe française a été cambriolé dans la nuit de mercredi à jeudi, alors que ses coureurs résidaient dans un hôtel au Lioran (Cantal). Le préjudice estimé s’élève à 150 000 euros.","Le cycliste de léquipe TotalEnergies Anthony Turgis lors de la neuvième étape du Tour de France, le 7 juillet 2024. THOMAS SAMSON / AFP
Le Tour de France est connu pour être des montagnes russes de … ",,https://www.lemonde.fr/sport/article/2024/07/11/tour-de-france-2024-l-equipe-totalenergies-se-fait-voler-onze-velos-avant-la-douzieme-etape_6248788_3242.html,1.0,"[0.9986948242844926, 1.002175292859179]",1.0004350585718358,"The French team's truck was broken into on the night of Wednesday to Thursday, while its riders were staying in a hotel in Lioran (Cantal)."
"Paris 2024 : Tony Estanguet annonce que 8,6 millions de tickets ont été vendus, un record","Le précédent record était détenu par Atlanta, en 1996, avec 8,3 millions de billets vendus, les organisateurs des JO de Paris prévoient d’en vendre au total 10 millions.","Les organisateurs prévoient de vendre 10 millions de billets pour les JO Paris 2024 (26 juillet-11 août) et 3,4 millions pour les paralympiques (28 août-8 septembre). AURELIEN MORISSARD / AP
Les Jeu… ",,https://www.lemonde.fr/sport/article/2024/07/11/paris-2024-tony-estanguet-annonce-que-8-6-millions-de-tickets-ont-ete-vendus-un-record_6248847_3242.html,1.0,"[0.9216529013884847, 1.0470082591669092]",0.9843305802776968,"The previous record was held by Atlanta in 1996 with 8.3 million tickets sold, and the organizers of the Paris Olympics plan to sell 8.3 million tickets."
"Moi JEune, des sports en rose et bleu : «J’aurais tellement aimé être boxeuse»","Ne pas devenir «trop musclée», ne pratiquer que des «sports de meufs»… trois jeunes filles expliquent comment elles doivent naviguer entre leurs envies et les injonctions parentales, sous les regards insistants des garçons de leur âge.","En publiant ces témoignages, Libération poursuit son aventure éditoriale avec la Zone dexpression prioritaire, média participatif qui donne à entendre la parole des jeunes dans toute leur diversité e… ",,https://www.liberation.fr/societe/moi-jeune-des-sports-en-rose-et-bleu-jaurais-tellement-aime-etre-boxeuse-20240620_7FO6OJZ6GVH2NJHEO2RBS6GILU/,1.5,"[1.418992275988324, 1.6350128733527933]",1.5270025746705589,"Not becoming “too muscular,” only practicing “girl sports”… three young girls explain how they must navigate between their desires"
AOC contre Le Graët : la ministre des Sports renvoyée en procès devant la CJR pour diffamation,La ministre avait été mise en examen en décembre dernier dans l’enquête de la Cour de justice de la République après une plainte pour diffamation de l’ex-patron du foot français à son encontre.,La guerre entre lex-patron du foot français et la ministre des Sport se conclura lors dune audience. La Cour de justice de la République (CJR) a ordonné ce jeudi 4 juillet le renvoi en procès de la m… ,,https://www.liberation.fr/sports/football/aoc-contre-le-graet-la-ministre-des-sports-renvoyee-en-proces-devant-la-cjr-pour-diffamation-20240704_ZG6KSFI6EVBYZHDTCH37CRWRVQ/,1.5,"[1.322642321900056, 1.7955961301665733]",1.5591192260333149,The minister was indicted last December in the investigation by the Court of Justice of the Republic following a complaint for defamation by the
Seine: la ministre des sports se baigne en eaux encore troubles,"Alors que les résultats des prélèvements de la Seine révèlent encore des pics de pollution, la ministre des sports, Amélie Oudéa-Castéra, a profité d’une baisse des contaminations de l’eau pour griller la vedette à la maire de Paris, Anne Hidalgo, en se baign…","Les cookies et technologies similaires que nous utilisons sur Mediapart sont de différentes natures et nous permettent de poursuivre différentes finalités. 
Certains sont nécessaires au fonctionneme… ",,https://www.mediapart.fr/journal/france/130724/seine-la-ministre-des-sports-se-baigne-en-eaux-encore-troubles,1.0,"[0.30902501949227545, 2.1516249675128742]",1.2303249935025748,"While the results of the Seine samples still reveal pollution peaks, the Minister of Sports, Amélie Oudéa-Castéra, took advantage of"
France - Pays-Bas : le résumé du match nul frustrant des Bleus contre les Oranje,Les Troicolores ont été tenus en échec (0-0) par une accrocheuse équipe des Pays-Bas. L’équipe de France conserve toutes ses chances de qualification pour les huitièmes de finale et pointe toujours à la deuxième place du groupe D.,"Il aura fallu attendre cette rencontre entre les Pays-Bas et la France, en deuxième journée de lEuro 2024, pour avoir le premier match nul sans but du tournoi. Une rencontre frustrante, avec vingt-hu… ",,https://www.lemonde.fr/sport/article/2024/06/21/pays-bas-france-le-resume-du-nul-frustrant-pour-les-bleus_6242181_3242.html,1.5,"[1.1847678346298816, 1.689139299222071]",1.4369535669259763,The Troicolores were held to a 0-0 draw by a tenacious Dutch team. The French team still has every chance of qualifying
"En direct, Tour de France 2024 : suivez la deuxième étape entre Cesenatico et Bologne","La deuxième étape de la 111ᵉ édition de la Grande Boucle relie, dimanche 30 juin, Cesenatico à Bologne, en Italie. Au programme, 200 kilomètres et six difficultés.","Bienvenue dans ce direct consacré à la deuxième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver sur les Champs-Elysées, Jeux olympiques de Paris 2024 obl… ",,https://www.lemonde.fr/sport/live/2024/06/30/en-direct-tour-de-france-2024-suivez-la-deuxieme-etape-entre-cesenatico-et-bologne_6245522_3242.html,1.0,"[0.7475708028776475, 1.1514575182734115]",0.9495141605755296,"The second stage of the 111th edition of the Grande Boucle connects, on Sunday June 30, Cesenatico to Bologna, in Italy. On the program, 200 kilometers and six"
"En direct, Tour de France 2024 : suivez la quatrième étape entre Pignerol et Valloire","Après trois jours en Italie, les coureurs arrivent en France, lors de la quatrième étape, mardi 2 juillet. Au programme, 139,6 kilomètres, dont le terrible col du Galibier.","Bienvenue dans ce direct consacré à la quatrième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris depuis 1905, Jeux olympiques de Paris 2024 oblig… ",,https://www.lemonde.fr/sport/live/2024/07/02/en-direct-tour-de-france-2024-suivez-la-quatrieme-etape-entre-pignerol-et-valloire_6246000_3242.html,1.0,"[0.6718558282115419, 1.5469069529807635]",1.1093813905961527,"After three days in Italy, the riders arrive in France for the fourth stage on Tuesday, July 2. The program includes 139.6 kilometers, including the final"
"En direct, Tour de France 2024 : suivez la cinquième étape entre Saint-Jean-de-Maurienne et Saint-Vulbas","La cinquième étape de l’édition 2024 s’élance de Saint-Jean-de-Maurienne (Savoie), mercredi 3 juillet, et rejoint Saint-Vulbas (Ain). Les 177 kilomètres, dépourvus de difficulté, devraient permettre aux sprinteurs de s’expliquer.","Bienvenue dans ce direct consacré à la cinquième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris depuis 1905, en raison des Jeux olympiques.
Quo… ",,https://www.lemonde.fr/sport/live/2024/07/03/en-direct-tour-de-france-2024-suivez-la-cinquieme-etape-entre-saint-jean-de-maurienne-et-saint-vulbas_6246465_3242.html,1.0,"[0.9591207442669054, 1.068132092888491]",1.0136264185776982,The fifth stage of the 2024 edition starts from Saint-Jean-de-Maurienne (Savoie) on Wednesday July 3 and reaches Saint-Vulbas (Ain). The 177 kilometers
"En direct, Tour de France 2024 : Romain Bardet se détache à l’avant de la course, Valentin Madouas n’a pas tenu le rythme","La 111ᵉ édition de la Grande Boucle prend le départ, samedi, en Italie. Pour la première fois de l’histoire, le Tour ne ralliera pas Paris, mais Nice, en raison des JO 2024 ; Jonas Vingegaard et Tadej Pogacar devraient à nouveau se disputer le maillot jaune.","Bienvenue dans ce direct consacré à la première étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris, à cause des Jeux olympiques de Paris 2024.
Quoi… ",,https://www.lemonde.fr/sport/live/2024/06/29/en-direct-tour-de-france-2024-romain-bardet-se-detache-a-l-avant-de-la-course-valentin-madouas-n-a-pas-tenu-le-rythme_6245372_3242.html,1.5,"[1.0379949035621658, 1.7772030578627005]",1.4075989807124332,"The 111th edition of the Grande Boucle starts on Saturday in Italy. For the first time in history, the Tour will not reach Paris, but Nice,"
"En direct, Tour de France 2024 : suivez la première étape entre Florence et Rimini","La 111ᵉ édition de la Grande Boucle prend le départ, samedi, en Italie. Pour la première fois de l’histoire, le Tour ne ralliera pas Paris, mais Nice, en raison des JO 2024 ; Jonas Vingegaard et Tadej Pogacar devraient à nouveau se disputer le maillot jaune.","Bienvenue dans ce direct consacré à la première étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris, à cause des Jeux olympiques de Paris 2024.
Quoi… ",,https://www.lemonde.fr/sport/live/2024/06/29/en-direct-tour-de-france-2024-suivez-la-premiere-etape-entre-florence-et-rimini_6245372_3242.html,1.5,"[1.0379949035621658, 1.7772030578627005]",1.4075989807124332,"The 111th edition of the Grande Boucle starts on Saturday in Italy. For the first time in history, the Tour will not reach Paris, but Nice,"
"Entre jeux olympiques et élections législatives, dans la Meuse, un relais de la flamme rattrapé par le contexte politique","Le département accueillait le relais samedi, à la veille du scrutin. Un événement populaire et symbolique, notamment au Mémorial de Verdun, et alors que le président du conseil départemental est aussi candidat aux législatives.","LE MONDE
Il y a deux choses que le département de la Meuse ne pouvait pas prévoir depuis deux ans que ses équipes uvrent pour le passage de la flamme olympique sur le territoire : lorage violent qui… ",,https://www.lemonde.fr/sport/article/2024/06/30/entre-jeux-olympiques-et-elections-legislatives-dans-la-meuse-un-relais-de-la-flamme-rattrape-par-le-contexte-politique_6245524_3242.html,1.5,"[0.7129824872461663, 1.9722105076523002]",1.3425964974492333,"The department hosted the relay on Saturday, on the eve of the vote. A popular and symbolic event, particularly at the Verdun Memorial, and while"
"En direct, Tour de France 2024 : les Français animent l’échappée, Bardet et le peloton en chasse","La deuxième étape de la 111ᵉ édition de la Grande Boucle relie, dimanche 30 juin, Cesenatico à Bologne, en Italie. Au programme, 200 kilomètres et six difficultés.","Bienvenue dans ce direct consacré à la deuxième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver sur les Champs-Elysées, Jeux olympiques de Paris 2024 obl… ",,https://www.lemonde.fr/sport/live/2024/06/30/en-direct-tour-de-france-2024-les-francais-animent-l-echappee-bardet-et-le-peloton-en-chasse_6245522_3242.html,1.0,"[0.7475708028776475, 1.1514575182734115]",0.9495141605755296,"The second stage of the 111th edition of the Grande Boucle connects, on Sunday June 30, Cesenatico to Bologna, in Italy. On the program, 200 kilometers and six"
"En direct, Tour de France 2024 : suivez la troisième étape entre Plaisance et Turin","La troisième étape de l’édition 2024 s’élance de Plaisance, lundi 1ᵉʳ juillet, et rallie Turin. Cette dernière portion de course en Italie, longue de quelque 230 kilomètres, semble favorable aux sprinteurs.","Bienvenue dans ce direct consacré à la troisième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris, en raison des Jeux olympiques.
Quoi ? La trois… ",,https://www.lemonde.fr/sport/live/2024/07/01/en-direct-tour-de-france-2024-suivez-la-troisieme-etape-entre-plaisance-et-turin_6245826_3242.html,1.0,"[0.31753399921942904, 2.137443334634285]",1.227488666926857,"The third stage of the 2024 edition starts from Piacenza on Monday 1st July and reaches Turin. This last section of the race in Italy, 20 km long"
"En direct, Tour de France 2024 : le Français Fabien Grellier repris par un peloton lancé à toute allure","La troisième étape de l’édition 2024 s’élance de Plaisance, lundi 1ᵉʳ juillet, et rallie Turin. Cette dernière portion de course en Italie, longue de quelque 230 kilomètres, semble favorable aux sprinteurs.","Bienvenue dans ce direct consacré à la troisième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris, en raison des Jeux olympiques.
Quoi ? La trois… ",,https://www.lemonde.fr/sport/live/2024/07/01/en-direct-tour-de-france-2024-le-francais-fabien-grellier-repris-par-un-peloton-lance-a-toute-allure_6245826_3242.html,1.0,"[0.31753399921942904, 2.137443334634285]",1.227488666926857,"The third stage of the 2024 edition starts from Piacenza on Monday 1st July and reaches Turin. This last section of the race in Italy, 20 km long"
Euro 2024 : le joueur turc Merih Demiral suspendu deux matchs pour un geste controversé lors du match contre l’Autriche,"Lors du huitième de finale remporté face aux Autrichiens (2-1), mardi 2 juillet, le défenseur a célébré un but avec un signe rappelant celui des « Loups gris », groupe de l’extrême droite turque. La Turquie a condamné cette suspension.","Le Turc Merih Demiral, double buteur, lors du huitième de finale de lEuro 2024, face à lAutriche, à Leipzig (Allemagne), le 2 juillet 2024. EBRAHIM NOROOZI / AP
Deux matchs de suspension à lencontre… ",,https://www.lemonde.fr/sport/article/2024/07/05/euro-2024-le-joueur-turc-merih-demiral-suspendu-deux-matchs-pour-un-geste-controverse-lors-du-match-contre-l-autriche_6247199_3242.html,1.5,"[0.5760043135910573, 2.0543974118453656]",1.3152008627182117,"During the round of 16 match won against the Austrians (2-1) on Tuesday July 2, the defender celebrated a goal with a sign reminiscent of that of the ""Lou"
"Tour de France 2024 : blessé, le Slovène Primoz Roglic abandonne","Le leader de l’équipe Red Bull-Bora-Hansgrohe ne prendra pas le départ de la treizième étape entre Agen à Pau, vendredi, après avoir lourdement chuté la veille.","Le Slovène Primoz Roglic avait chuté lors de la douzième étape du Tour de France entre Aurillac et Villeneuve-sur-Lot, jeudi 11 juillet 2024, et concédé beaucoup de temps sur ses concurrents. DANIEL … ",,https://www.lemonde.fr/sport/article/2024/07/12/tour-de-france-2024-blesse-le-slovene-primoz-roglic-abandonne_6249226_3242.html,1.0,"[0.9130943857613696, 1.0521433685431782]",0.982618877152274,The leader of the Red Bull-Bora-Hansgrohe team will not start the thirteenth stage between Agen and Pau on Friday after having a heavy fall.
Didier Deschamps confirmé à la tête de l’équipe de France de football jusqu’en 2026,"Le sélectionneur des Bleus, sous contrat jusqu’en 2026, a été conforté à son poste mercredi par Philippe Diallo, président de la Fédération française de football, malgré l’élimination de l’équipe de France en demi-finales de l’Euro.","Le sélectionneur de léquipe de France, Didier Deschamps, après lélimination des Bleus face à lEspagne (1-2) en demi-finale de lEuro 2024, le mardi 9 juillet à Munich, en Allemagne. ANNEGRET HILSE / R… ",,https://www.lemonde.fr/sport/article/2024/07/10/didier-deschamps-confirme-a-la-tete-de-l-equipe-de-france-de-football-jusqu-en-2026_6248396_3242.html,1.0,"[0.8498618691040685, 1.2502302181598859]",1.0500460436319772,"The coach of the Blues, under contract until 2026, was confirmed in his position on Wednesday by Philippe Diallo, president of the French Federation."
Kylian Mbappé présenté en grande pompe aux supporteurs du Real Madrid,"Le capitaine des Bleus a étrenné le maillot du club merengue, mardi, lors de sa rencontre avec les supporteurs madrilènes, au stade Santiago-Bernabéu. Il a paraphé un contrat de cinq ans et portera le numéro 9.","Entre le succès de la Roja à lEuro de football et celui du tennisman Carlos Alcaraz à Wimbledon, ce mois de juillet 2024 réserve de nombreuses occasions de faire la fête pour les fans espagnols de sp… ",,https://www.lemonde.fr/sport/article/2024/07/16/kylian-mbappe-presente-en-grande-pompe-aux-supporteurs-du-real-madrid_6250863_3242.html,1.0,"[0.8911190264632802, 1.1814682892278663]",1.0362936578455733,The captain of the Blues wore the Merengue club jersey for the first time on Tuesday during his meeting with Madrid supporters at the Santiago Bernabéu stadium.
Ligue des nations : Bruxelles rechigne à accueillir le match des Diables rouges contre Israël,La rencontre de football était initialement prévue le 6 septembre au stade Roi-Baudouin dans la capitale du pays. Mais plusieurs membres du conseil municipal craignent que celle-ci ne s’accompagne d’incidents en raison de la situation à Gaza.,"Lors de la finale de la Coupe de Belgique entre le Royale Union Saint-Gilloise et le Royal Antwerp FC au stade Roi-Baudouin à Bruxelles, le 9 mai 2024. VIRGINIE LEFOUR / AFP
Et si la Belgique accuei… ",,https://www.lemonde.fr/sport/article/2024/07/15/ligue-des-nations-bruxelles-rechigne-a-accueillir-le-match-des-diables-rouges-contre-israel_6250486_3242.html,2.0,"[0.8467661698673661, 2.6919402980795804]",1.7693532339734732,The football match was originally scheduled for September 6 at the King Baudouin Stadium in the country's capital. But several members of the Mu
"En direct, France-Espagne : suivez la demi-finale de l’Euro 2024","Solides en défense et presque muets en attaque depuis le début du tournoi, les Bleus ont réussi à se faufiler dans le dernier carré de la compétition. Ils retrouvent une Espagne séduisante, mais décimée, mardi soir, à 21 heures, à Munich.","Bienvenue dans ce direct consacré au match de football opposant la France et lEspagne, comptant pour les demi-finales de lEuro 2024 masculin, une compétition qui se tient en Allemagne jusquau 14 juil… ",,https://www.lemonde.fr/sport/live/2024/07/09/en-direct-france-espagne-suivez-la-demi-finale-de-l-euro-2024_6248249_3242.html,1.5,"[0.35424615761996936, 2.1874523054280184]",1.270849231523994,"Solid in defense and almost silent in attack since the start of the tournament, the Blues have managed to sneak into the last four of the competition."
"En direct, Tour de France 2024 : suivez la onzième étape entre Evaux-les-Bains et Le Lioran","La onzième étape de l’édition 2024 s’élance d’Evaux-les-Bains (Creuse), mercredi 10 juillet, et rallie Le Lioran (Cantal). La moyenne montagne est de retour, avec six ascensions au programme.","Bienvenue dans ce direct consacré à la dixième étape du Tour de France 2024, 111 édition de la Grande Boucle et la première à ne pas arriver à Paris depuis 1905, Jeux olympiques de Paris 2024 obligen… ",,https://www.lemonde.fr/sport/live/2024/07/10/en-direct-tour-de-france-2024-suivez-la-onzieme-etape-entre-evaux-les-bains-et-le-lioran_6248351_3242.html,1.0,"[0.6041840123869671, 1.2374895925678198]",0.9208368024773934,The eleventh stage of the 2024 edition starts from Evaux-les-Bains (Creuse) on Wednesday 10 July and reaches Le Lioran (Cantal). The average mountain is
« Nous avons beaucoup travaillé pour que la Seine soit propre » : Anne Hidalgo a tenu sa promesse de se baigner dans le fleuve parisien,"Accompagnée de Tony Estanguet, le président du Comité d’organisation des JO, et de Marc Guillaume, le préfet d’Ile-de-France, la maire de Paris s’est lancée dans les eaux vert-jaune de la Seine.","« Allez, on y va ! ». Bonnet de bain, combinaison short en néoprène et lunettes de nage, Anne Hidalgo sest lancée dans les eaux vert-jaune de la Seine. Derrière la maire (Parti socialiste) de Paris, … ",,https://www.lemonde.fr/sport/article/2024/07/17/paris-2024-anne-hidalgo-s-est-baignee-dans-la-seine-a-quelques-jours-des-epreuves-olympiques-en-eau-libre_6251489_3242.html,1.0,"[0.47324283117050303, 1.8779286147158283]",1.1755857229431657,"Accompanied by Tony Estanguet, the president of the Olympic Organizing Committee, and Marc Guillaume, the prefect of Ile-de-France, the mayor of Paris"
